ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2036-03-24	2036	3	24
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2036-04-06	2036	4	6
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2036-04-10	2036	4	10
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2036-04-11	2036	4	11
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2036-04-13	2036	4	13
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2036-04-23	2036	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2036-04-26	2036	4	26
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2036-04-26	2036	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2036-04-29	2036	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2036-05-01	2036	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2036-05-11	2036	5	11
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2036-05-15	2036	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2036-05-26	2036	5	26
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2036-06-15	2036	6	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2036-06-16	2036	6	16
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2036-06-23	2036	6	23
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2036-06-30	2036	6	30
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2036-07-20	2036	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2036-08-07	2036	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2036-08-18	2036	8	18
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2036-09-20	2036	9	20
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2036-10-13	2036	10	13
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2036-10-31	2036	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2036-11-03	2036	11	3
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2036-11-14	2036	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2036-11-17	2036	11	17
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2036-12-07	2036	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2036-12-08	2036	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2036-12-24	2036	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2036-12-25	2036	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2036-12-31	2036	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2037-01-01	2037	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2037-01-12	2037	1	12
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2037-03-08	2037	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2037-03-23	2037	3	23
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2037-03-29	2037	3	29
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2037-04-02	2037	4	2
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2037-04-03	2037	4	3
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2037-04-05	2037	4	5
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2037-04-23	2037	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2037-04-25	2037	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2037-04-26	2037	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2037-04-29	2037	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2037-05-01	2037	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2037-05-10	2037	5	10
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2037-05-15	2037	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2037-05-18	2037	5	18
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2037-06-08	2037	6	8
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2037-06-15	2037	6	15
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2037-06-21	2037	6	21
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2037-06-29	2037	6	29
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2037-07-20	2037	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2037-08-07	2037	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2037-08-17	2037	8	17
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2037-09-19	2037	9	19
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2037-10-12	2037	10	12
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2037-10-31	2037	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2037-11-02	2037	11	2
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2037-11-14	2037	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2037-11-16	2037	11	16
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2037-12-07	2037	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2037-12-08	2037	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2037-12-24	2037	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2037-12-25	2037	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2037-12-31	2037	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2038-01-01	2038	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2038-01-11	2038	1	11
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2038-03-08	2038	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2038-03-22	2038	3	22
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2038-04-18	2038	4	18
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2038-04-22	2038	4	22
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2038-04-23	2038	4	23
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2038-04-23	2038	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2038-04-24	2038	4	24
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2038-04-25	2038	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2038-04-26	2038	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2038-04-29	2038	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2038-05-01	2038	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2038-05-09	2038	5	9
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2038-05-15	2038	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2038-06-07	2038	6	7
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2038-06-20	2038	6	20
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2038-06-28	2038	6	28
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2038-07-05	2038	7	5
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2038-07-05	2038	7	5
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2038-07-20	2038	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2038-08-07	2038	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2038-08-16	2038	8	16
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2038-09-18	2038	9	18
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2038-10-18	2038	10	18
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2038-10-31	2038	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2038-11-01	2038	11	1
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2038-11-14	2038	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2038-11-15	2038	11	15
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2038-12-07	2038	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2038-12-08	2038	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2038-12-24	2038	12	24
